,CD20,CD3,CD4,CD44,CD45,CD68,CK14,CK19,Ecad,ER,LamAC,PCNA,pHH3,batch
JE-TMA-62_scene07_cell2706,0.9355732,0.18060228,0.11922282,0.78531355,1.886912,0.33296248,0.07780564,0.021498237,0.008130939,0.22875549,0.056819808,0.20889293,0.769125,JE-TMA-62
JE-TMA-62_scene07_cell1630,0.31845888,0.2003002,0.22527406,0.31687915,0.28686342,0.3757167,0.490547,5.2961726,0.60019535,0.4327918,1.1391027,0.56018746,0.77937716,JE-TMA-62
JE-TMA-62_scene07_cell1737,0.2715279,0.38001457,0.2872665,1.0371876,0.63908577,0.43445182,0.14725588,0.205818,0.05255789,0.38648167,0.46735775,0.1123786,0.82104075,JE-TMA-62
JE-TMA-62_scene07_cell2922,2.361357,0.4963755,0.3769117,0.2568347,1.9083041,0.32688004,0.06345323,0.056755833,0.021323986,0.23180522,0.12557602,1.1420563,0.70478797,JE-TMA-62
JE-TMA-62_scene07_cell3373,1.4864256,0.35252145,0.25159153,0.2673552,1.3225868,0.35250893,0.056846436,0.05911854,0.020467287,0.28494367,0.20209068,1.0971445,0.6414657,JE-TMA-62
JE-TMA-62_scene07_cell1395,0.27586973,0.2033612,0.20793697,0.23421472,0.3194793,0.55720574,0.35347858,1.5434314,0.5724654,0.97013015,0.9937877,0.4362726,0.8289312,JE-TMA-62
JE-TMA-62_scene07_cell4021,1.1774442,0.6181975,0.7084663,0.10666376,1.5652722,0.124383286,0.046025973,0.013703961,0.006840428,0.17195183,0.045987926,0.41163656,0.53954417,JE-TMA-62
JE-TMA-62_scene07_cell2560,0.8895513,0.20031676,0.16141948,0.3588926,0.8254213,0.15611601,0.04190915,0.023159375,0.0077033513,0.1553939,0.07003651,0.13187608,0.5548348,JE-TMA-62
JE-TMA-62_scene07_cell1337,0.27127492,0.3200161,0.10459843,0.9557531,0.3606683,0.356839,0.13872072,0.07870327,0.022692243,0.35556063,0.29891396,0.06850444,0.74126923,JE-TMA-62
JE-TMA-62_scene07_cell3379,0.69549185,0.40328845,0.44894323,0.50783443,1.7156879,0.26883787,0.07440751,0.034196325,0.009991516,0.3227393,0.2763272,0.19265683,0.7011134,JE-TMA-62
JE-TMA-62_scene07_cell3492,0.8426752,1.2592405,1.3058834,0.23237313,2.2662265,0.24490656,0.064903684,0.020946648,0.0109300725,0.20841755,0.08359056,0.49169242,0.67011327,JE-TMA-62
JE-TMA-62_scene07_cell2552,1.0883764,0.7849855,0.80369353,0.6323283,2.5342584,0.37840322,0.07240983,0.021756075,0.010877696,0.30081218,0.059777085,0.17147122,0.72465307,JE-TMA-62
JE-TMA-62_scene07_cell1174,1.4013246,0.31880453,0.37879568,0.5102647,0.714218,0.37153783,0.9779083,2.8525565,0.30870226,0.34824356,0.13446076,0.351421,0.6690853,JE-TMA-62
JE-TMA-62_scene07_cell2569,0.8839826,0.54612434,0.36600098,0.65459794,1.5772192,0.3093274,0.074193954,0.05107795,0.0152791785,0.3038433,0.41979778,0.1667302,0.76572883,JE-TMA-62
JE-TMA-62_scene07_cell1718,0.34886488,0.1898767,0.23856887,1.0595047,0.65204054,0.31325066,0.39470312,0.2358977,0.04103841,0.5649526,0.22267109,0.15736772,0.84818006,JE-TMA-62
JE-TMA-62_scene07_cell3582,1.3637781,0.7263242,1.129952,0.1959269,2.1436508,0.26064774,0.08092459,0.031111386,0.01472346,0.20193163,0.08617719,0.42878294,0.70764804,JE-TMA-62
JE-TMA-62_scene07_cell2151,1.110574,0.27833638,0.13786475,0.94927096,1.246152,0.3760371,0.07712805,0.055518925,0.021608455,0.28112632,0.43965116,0.10496524,0.74468493,JE-TMA-62
JE-TMA-62_scene07_cell1949,0.059549097,0.15359671,0.13190643,1.0321416,0.2175095,0.34809637,0.7213438,1.4961525,0.56001604,1.6554177,0.7365266,0.2682439,0.77935666,JE-TMA-62
JE-TMA-62_scene07_cell1943,0.30752835,0.2211116,0.18081439,1.2735256,0.41287175,0.45633084,0.11187318,0.054718737,0.016046515,0.31057152,0.4707814,0.108197,0.7968191,JE-TMA-62
JE-TMA-62_scene07_cell655,0.2067092,0.25705487,0.11746512,0.18221523,0.06901826,0.63499135,1.3970958,0.15838459,0.6328593,0.5247001,1.7974813,0.45153412,0.79657567,JE-TMA-62
JE-TMA-62_scene07_cell1922,0.8098584,0.35691836,0.62368923,0.8485677,1.449668,0.5087818,0.083954304,0.031073783,0.011515978,0.33404893,0.06738245,0.2884044,0.7376069,JE-TMA-62
JE-TMA-62_scene07_cell1845,0.5583311,0.15530883,0.30185854,1.298101,1.09731,1.6373062,0.08197391,0.03530554,0.44693112,1.7872244,0.07598506,0.08013227,0.69898003,JE-TMA-62
JE-TMA-62_scene07_cell472,0.76411957,0.119949184,0.1125451,0.29682884,0.5483194,0.62424964,0.305757,0.32342368,0.3165164,2.8068697,1.0971912,0.40711623,1.0055628,JE-TMA-62
JE-TMA-62_scene07_cell10,0.049364194,0.15627258,0.048278697,0.083347656,0.026787287,0.46028435,0.72170335,0.08320768,0.42106104,0.05429033,0.23642986,0.006897798,1.1873983,JE-TMA-62
JE-TMA-62_scene07_cell551,1.4683985,0.14803089,0.29505423,0.29075834,0.67726254,0.4397213,0.37903914,0.83374673,0.08171341,0.29058552,0.1313001,0.8474061,0.7222153,JE-TMA-62
JE-TMA-62_scene07_cell1445,1.5245049,0.15699865,0.11915301,0.59999156,1.0004969,0.4459973,0.30989137,0.18959308,0.86612034,1.871936,0.08516224,0.30418992,0.74528116,JE-TMA-62
JE-TMA-62_scene07_cell1934,0.5030057,0.23506849,0.30588537,1.0516249,1.1799885,0.42915204,0.096386336,0.03541974,0.3404226,1.5121539,0.12923917,0.077929914,0.684408,JE-TMA-62
JE-TMA-62_scene07_cell575,0.29233882,0.14791812,0.7782802,0.1271485,0.29452872,0.6201192,0.12349064,2.8611712,0.15784277,0.25057137,0.8061304,0.122447334,0.9496471,JE-TMA-62
JE-TMA-62_scene07_cell1320,0.43636757,0.16470762,0.19381662,0.51080924,0.82873875,0.44831195,0.23525272,0.093748294,0.5434072,0.3810372,0.36262625,0.32209352,0.7948064,JE-TMA-62
JE-TMA-62_scene07_cell1385,0.5558581,0.6300535,0.15710236,0.42394194,0.7169285,0.38741383,0.2732909,0.9847101,1.2273923,3.1280427,0.3235207,0.2710076,0.78340274,JE-TMA-62
JE-TMA-62_scene07_cell2725,0.9063158,1.180617,1.104443,0.33050245,1.288757,0.17500734,0.047017097,0.038987704,0.012780371,0.20122854,0.10309208,0.2704035,0.6022622,JE-TMA-62
JE-TMA-62_scene07_cell3734,2.171569,1.0734873,0.96151257,0.13014942,2.9400635,0.19283964,0.060065962,0.018327424,0.012058332,0.073620304,0.06459682,0.8584092,0.6094754,JE-TMA-62
JE-TMA-62_scene07_cell2230,0.9885882,1.7974986,0.6336106,0.6426899,1.5971558,0.37753618,0.07197919,0.05520022,0.015172568,0.22820498,0.12136849,0.17376141,0.70949286,JE-TMA-62
JE-TMA-62_scene07_cell1202,0.39983767,0.18446699,0.33568496,0.030733498,0.41946897,0.26836914,0.1233138,2.5278928,0.72491044,1.5107839,0.05225939,0.0,0.69326836,JE-TMA-62
JE-TMA-62_scene07_cell1397,0.49772665,0.17443468,0.119344205,0.4560866,0.4325752,0.60433686,0.31455675,0.8831703,0.504805,0.423994,0.20012324,0.8423245,0.94623417,JE-TMA-62
JE-TMA-62_scene07_cell1284,0.31392875,0.64147836,1.3361963,1.1438696,1.112749,1.0626394,0.2527018,0.17256835,0.086322986,0.2643676,0.21568765,0.17897293,0.75569135,JE-TMA-62
JE-TMA-62_scene07_cell4036,0.6614472,0.29469624,0.34445617,0.15008307,0.7915809,0.17253557,0.051624116,0.012841426,0.009859242,0.20874855,0.064516276,0.35959423,0.5226893,JE-TMA-62
JE-TMA-62_scene07_cell2446,0.8733934,1.3502203,1.0984026,0.87074065,1.7497429,0.320077,0.06514194,0.0519905,0.015791332,0.24111295,0.12731142,0.16396333,0.65570676,JE-TMA-62
JE-TMA-62_scene07_cell1894,0.8614729,0.19277811,0.20968641,0.83666164,0.8326664,0.65786415,0.090582825,0.032719694,0.013136904,0.3129073,0.09238733,0.23637246,0.7189852,JE-TMA-62
JE-TMA-62_scene07_cell1988,0.56649363,0.28258988,0.26778665,1.039102,0.9873434,0.48683336,0.09933279,0.058311056,0.0172939,0.30954006,0.2299709,0.08635599,0.8137229,JE-TMA-62
JE-TMA-62_scene07_cell1850,0.5728739,0.16108094,0.09583727,0.90973914,0.6815298,0.37591794,0.10818965,0.064828455,0.35987034,1.3511505,0.1661577,0.01513226,0.6837132,JE-TMA-62
JE-TMA-62_scene07_cell1840,0.2202375,0.1894193,0.10724947,1.6277812,0.4479127,0.5054219,0.12599687,0.038898166,0.017086426,0.36532372,0.690014,0.17578767,0.849414,JE-TMA-62
JE-TMA-62_scene07_cell165,0.36622646,0.4549832,0.35777435,0.34008238,0.66073596,0.40261588,0.10572013,0.06376084,0.025924256,0.1562136,0.21446435,0.038744528,0.74033177,JE-TMA-62
JE-TMA-62_scene07_cell229,0.03182915,0.028982447,0.15658654,0.3037456,0.08033996,0.16094312,0.40400445,0.059348382,0.28163916,0.6983142,0.74283206,2.1522584,0.99167174,JE-TMA-62
JE-TMA-62_scene07_cell2383,1.160589,0.42919767,0.2739772,1.0550125,1.840745,0.4331158,0.07691724,0.053565044,0.015080164,0.24531817,0.12765355,0.17487738,0.7816114,JE-TMA-62
JE-TMA-62_scene07_cell1238,0.15665257,0.17375734,0.1979012,0.7189235,0.21961173,0.43091446,0.29906332,0.14073868,0.041851003,0.60230386,0.62052816,0.27673602,0.8193783,JE-TMA-62
JE-TMA-62_scene07_cell667,0.116639815,0.088586584,0.1440225,0.15524985,0.11445198,0.38980174,0.14652546,0.98440886,0.22719038,0.51475626,0.005287913,0.013216503,1.0715789,JE-TMA-62
JE-TMA-62_scene07_cell1209,1.3476064,0.23447774,0.12707879,0.6775793,0.7917146,0.35622332,0.9433092,0.20207949,0.18114728,0.334916,0.28309962,0.32695037,0.72263414,JE-TMA-62
JE-TMA-62_scene07_cell1378,0.47198397,0.2305171,0.18022579,0.014227258,0.5694184,0.36761886,0.20063303,1.2587754,0.5030218,1.1759498,0.17673066,0.0,0.7395086,JE-TMA-62
JE-TMA-62_scene07_cell2176,0.65047556,0.19469053,0.31606477,1.2111274,1.3522749,0.49215755,0.0761906,0.025091425,0.013135517,0.25952232,0.07730043,0.16505727,0.69579434,JE-TMA-62
JE-TMA-62_scene07_cell2388,0.8220535,0.22687402,0.19451444,0.68842846,1.210676,0.27012172,0.06639371,0.018736437,0.52834594,1.6102664,0.3587079,0.13945742,0.7245523,JE-TMA-62
JE-TMA-62_scene07_cell3118,1.6935455,0.58046633,0.5687425,0.26357293,1.9676532,0.30840626,0.07094537,0.054968238,0.02236583,0.28607398,0.16702147,0.3639165,0.9239202,JE-TMA-62
JE-TMA-62_scene07_cell1254,0.8548627,0.17637195,0.36831415,0.5595577,0.45983744,0.15953748,1.7214324,0.52407575,0.13335726,0.6406987,0.37372598,0.59858745,0.6450296,JE-TMA-62
JE-TMA-62_scene07_cell221,0.058615983,0.12308738,0.06506496,0.1436828,0.050875433,0.6058731,2.1860862,0.046124935,0.575145,0.16422786,0.7236779,0.56295747,0.747717,JE-TMA-62
JE-TMA-62_scene07_cell2641,0.75786924,1.3977745,1.1289374,1.1439155,1.9127914,0.31945232,0.078417644,0.05965351,0.017101407,0.22917731,0.1321077,0.16585216,0.76503223,JE-TMA-62
JE-TMA-62_scene07_cell3323,1.2593024,1.4797837,0.9287922,0.40913135,2.1313484,0.9215259,0.058559448,0.051573418,0.016907668,0.19586278,0.12921244,0.36998916,0.6547305,JE-TMA-62
JE-TMA-62_scene07_cell1286,0.15062614,0.19481663,0.35127062,0.704317,0.2947709,0.5807777,0.25779644,0.46716973,0.53282255,3.8573875,1.1659772,2.6008503,0.89034945,JE-TMA-62
JE-TMA-62_scene07_cell3317,0.92002994,0.38507333,0.43740302,0.5405522,1.6821678,0.2954637,0.07354755,0.028609283,0.009229276,0.28132752,0.07443352,0.2096744,0.6720566,JE-TMA-62
JE-TMA-62_scene07_cell2576,1.0673772,0.26497245,0.12434297,0.8117942,1.6923916,0.30085993,0.07505706,0.04526582,0.0141150765,0.26409042,0.11886137,0.17089564,0.7626284,JE-TMA-62
JE-TMA-62_scene07_cell1756,0.2556435,0.15203136,0.52550566,0.8557005,0.8069596,0.5669192,0.46783248,0.90134734,0.1248351,0.6179571,0.3933608,0.35586566,0.7549219,JE-TMA-62
JE-TMA-62_scene07_cell196,0.98068523,0.10831387,0.12892954,0.27775946,0.4717187,0.43247798,1.0294987,0.042678516,0.124527305,0.23046294,0.049103066,0.11589761,0.7607766,JE-TMA-62
JE-TMA-62_scene07_cell511,1.8274333,0.124877796,0.21706592,0.5632559,1.0591195,0.48145276,0.8615622,0.9974431,0.20485908,0.39167926,0.10846999,0.18889135,0.7949302,JE-TMA-62
JE-TMA-62_scene07_cell1944,0.91273403,0.17847,0.20789391,0.7306925,1.2989858,0.5077569,0.086925276,0.03224337,0.0120402565,0.30037618,0.24305066,0.19904822,0.73448604,JE-TMA-62
JE-TMA-62_scene07_cell3030,0.69436866,0.20813459,0.15225896,0.46945015,1.2973413,0.34543598,0.08029378,0.031087004,0.011568548,0.24953465,0.22753778,0.1490483,0.7498817,JE-TMA-62
JE-TMA-62_scene07_cell1791,0.9134035,0.32802567,0.17750402,0.36063242,0.674929,0.36899966,2.2503173,1.6595061,0.46029907,0.83639544,0.35600752,0.7659475,0.77178925,JE-TMA-62
JE-TMA-62_scene07_cell1747,0.3442802,0.987782,1.0949639,0.8898523,0.5648008,0.72997826,1.3823239,0.11483827,0.23546705,0.88313204,0.71102446,1.5127281,0.7354268,JE-TMA-62
JE-TMA-62_scene07_cell3455,0.55371195,0.32353124,0.22392163,0.3933294,0.5183234,0.72233903,0.066584185,0.06274348,0.023033418,0.40919554,0.38228902,0.4247157,0.7006839,JE-TMA-62
JE-TMA-62_scene07_cell3288,1.368761,0.4361229,0.32792443,0.27841467,1.3173529,0.4183717,0.05769897,0.056965962,0.021314241,0.24042916,0.16543913,0.7003999,0.628294,JE-TMA-62
JE-TMA-62_scene07_cell2200,1.3220559,1.2365228,1.206726,1.3175377,2.090705,0.40683493,0.07048936,0.048273187,0.014783971,0.25855455,0.12202283,0.27887857,0.7209051,JE-TMA-62
JE-TMA-62_scene07_cell2571,1.0122857,0.20345218,0.13032709,0.6607836,1.3573189,0.33966404,0.0785435,0.0281264,0.012767893,0.22794527,0.077460915,0.4030627,0.7246192,JE-TMA-62
JE-TMA-62_scene07_cell2344,0.7628148,0.19209632,0.12782814,0.51252156,1.4399012,0.2843579,0.078498915,0.020878606,0.009503659,0.3012208,0.06689927,0.1318464,0.76003313,JE-TMA-62
JE-TMA-62_scene07_cell1217,1.085234,0.5072838,0.36676565,0.5854131,1.160248,0.27056593,0.24857955,0.65589184,0.15702213,0.27539703,0.12247376,0.20759238,0.6609223,JE-TMA-62
JE-TMA-62_scene07_cell3707,0.6464623,0.49248004,0.47506946,0.6097342,1.3712958,0.37467825,0.0688724,0.021242516,0.01588517,0.257897,0.097694956,0.23018757,0.66760767,JE-TMA-62
JE-TMA-62_scene07_cell2216,0.44430745,0.77035207,1.0097246,0.63772184,1.4312712,0.39345607,0.0747216,0.027918981,0.01300301,0.28720823,1.6032891,0.17372735,0.6954663,JE-TMA-62
JE-TMA-62_scene07_cell185,0.30075255,0.47723696,0.444871,0.1669331,0.659945,0.40907925,1.1028057,0.040739764,0.33371487,0.1416366,0.25633395,0.06435299,0.6761061,JE-TMA-62
JE-TMA-62_scene07_cell260,0.5473659,0.26778284,0.56555426,0.6402373,0.791343,0.67705184,0.5432898,0.22388038,0.4460968,1.7036405,0.12222267,0.34466603,0.73634523,JE-TMA-62
JE-TMA-62_scene07_cell3743,0.84343845,0.82578343,1.748747,0.2635629,2.155547,0.6335646,0.063889086,0.010357457,0.010140194,0.057745654,0.05808939,0.2767302,0.6681219,JE-TMA-62
JE-TMA-62_scene07_cell136,0.045320317,0.0960942,0.059492882,0.04039153,0.031445228,0.56562275,1.0039626,0.59550655,0.33791813,0.17271616,0.4255206,0.1796168,0.73581195,JE-TMA-62
JE-TMA-62_scene07_cell3063,0.9270757,0.37574592,0.13375874,0.50166345,1.4870223,0.2661713,0.081242174,0.027769854,0.008344361,0.23894458,0.09002016,0.16625598,0.7473414,JE-TMA-62
JE-TMA-62_scene07_cell3395,0.5870997,0.29606435,0.24009414,0.44711736,0.6954986,0.63145095,0.06491152,0.05695173,0.027045144,0.3745187,0.19727811,0.3243591,0.6820927,JE-TMA-62
JE-TMA-62_scene07_cell3144,1.5708476,0.73672366,0.31619942,0.27957186,1.3466833,0.28455138,0.04775686,0.0595588,0.022038672,0.19379766,0.120733194,0.33264804,0.69696337,JE-TMA-62
JE-TMA-62_scene07_cell3917,1.7132219,0.73785055,0.76675874,0.15339716,2.3528078,0.1895868,0.050907955,0.021077374,0.011082807,0.24428488,0.067529015,0.9635946,0.6236069,JE-TMA-62
JE-TMA-62_scene07_cell4047,0.2564104,0.8494495,1.1287452,0.6108612,0.94039565,0.17398278,0.076794,0.020695742,0.0027956865,0.14022666,0.08179974,0.12835768,0.60447115,JE-TMA-62
JE-TMA-62_scene07_cell3132,0.8088274,1.6932361,2.0743265,0.24619573,3.0330842,0.2332517,0.07144492,0.020094233,0.009982088,0.25636986,0.08452199,0.38424808,0.9000372,JE-TMA-62
JE-TMA-62_scene07_cell4014,1.2709286,0.8234326,0.9251293,0.2599786,2.5736306,0.24058293,0.06659725,0.03201956,0.012800851,0.28599355,0.09343636,2.0574064,0.7863242,JE-TMA-62
JE-TMA-62_scene07_cell2875,0.7307619,0.6363641,0.71062964,0.5569559,1.8801696,0.5318011,0.07717661,0.023940923,0.0123212645,0.2692823,0.06464298,0.19800322,0.7867584,JE-TMA-62
JE-TMA-62_scene07_cell264,0.30496404,0.113343835,0.16352989,0.3151809,0.26410523,0.37358704,2.4847112,0.115049414,0.25136733,1.456515,0.54808265,0.70481753,0.7176942,JE-TMA-62
JE-TMA-62_scene07_cell1864,0.23559354,0.1465481,0.23559073,0.7103801,0.54139763,0.4868575,0.5973347,0.65867025,0.5505663,1.6797273,0.5756944,0.40174296,0.8521365,JE-TMA-62
JE-TMA-62_scene07_cell2645,0.7700433,1.2352543,0.29520252,1.2335548,1.8952764,0.41919813,0.07095962,0.056087334,0.017309451,0.2483063,0.13488324,0.14179632,0.7269722,JE-TMA-62
JE-TMA-62_scene07_cell800,1.0804999,0.23478344,0.33488056,0.5024053,0.4953631,0.45433503,0.41573083,2.4353797,0.53783154,0.28016406,0.2082092,1.3341509,0.66060287,JE-TMA-62
JE-TMA-62_scene07_cell1326,0.84239495,0.45160106,0.65909976,0.80522823,1.1907309,0.36010206,0.32229623,0.36810586,0.30622828,0.3247138,0.09378232,1.1416531,0.68328416,JE-TMA-62
JE-TMA-62_scene07_cell387,0.21581475,0.32258818,0.59002984,0.13415748,0.4717901,0.45115823,0.060298886,0.06593747,0.017512819,0.06808272,0.14788477,0.11331834,1.0106109,JE-TMA-62
JE-TMA-62_scene07_cell3891,1.4281709,0.35116473,0.64806914,0.13824032,1.1547856,0.2843148,0.060118344,0.02254966,0.010899895,0.19471312,0.061232843,0.86438215,0.62472916,JE-TMA-62
JE-TMA-62_scene07_cell650,1.172977,0.19973017,0.11056386,0.53728026,0.6965068,0.32079083,0.664895,0.10854375,0.27102497,0.4331615,0.39421925,0.3773316,0.7001554,JE-TMA-62
JE-TMA-62_scene07_cell3651,0.6196984,0.20724963,0.15331449,0.750706,1.6673065,0.26735058,0.0872179,0.034060717,0.011979645,0.2850796,0.1352595,0.13336685,0.7102351,JE-TMA-62
JE-TMA-62_scene07_cell2504,0.83313835,0.2906111,0.25887766,0.52922237,1.5416958,0.29303578,0.06986453,0.023015026,0.0106353415,0.2984611,0.06321949,0.20783718,0.7267754,JE-TMA-62
JE-TMA-62_scene07_cell2903,0.7754705,0.18925966,0.10892888,0.7634386,1.460311,0.3470717,0.08271647,0.03002855,0.00970069,0.25673833,0.09637553,0.14643587,0.693583,JE-TMA-62
JE-TMA-62_scene07_cell1687,0.6783607,0.21749115,0.32589075,0.5242231,0.38031223,0.35415953,3.4313107,0.23531725,0.115136676,0.34819373,0.54317355,0.4365497,0.6954712,JE-TMA-62
JE-TMA-62_scene07_cell1973,0.854566,0.554493,0.64011437,0.65497255,0.9682332,0.25160745,0.06893378,0.044559322,0.012877332,0.23241514,0.14250337,0.1657204,0.6259534,JE-TMA-62
JE-TMA-62_scene07_cell2306,0.84526986,0.6369119,0.5200661,0.84359795,1.6517049,0.5078774,0.069420114,0.044718128,0.013826038,0.2666345,0.09292811,0.12342653,0.6261688,JE-TMA-62
JE-TMA-62_scene07_cell2242,0.91467476,0.16015421,0.15140218,0.6134342,1.3503659,0.37194672,0.07430538,0.02557877,0.3469097,1.564993,0.081327714,0.12701482,0.74024355,JE-TMA-62
JE-TMA-62_scene07_cell3949,1.6528028,1.5729939,2.6994095,0.2886145,3.8564517,0.23645805,0.07099789,0.036213774,0.0126548,0.21957107,0.092524186,0.34992048,0.6500938,JE-TMA-62
JE-TMA-62_scene07_cell3497,1.4329165,0.33812433,0.18637791,0.2908275,1.635065,0.032492444,0.04850037,0.063807555,0.021554226,0.17581828,0.19908418,0.0,0.17657414,JE-TMA-62
JE-TMA-62_scene07_cell3631,2.797515,0.31024617,0.31125152,0.23250005,2.4090116,0.239465,0.056673553,0.06279132,0.019956507,0.21776903,0.14789072,0.87925947,0.6419773,JE-TMA-62
JE-TMA-62_scene07_cell3319,2.240643,0.3338362,0.21870711,0.24512218,1.6412277,0.31076527,0.0664422,0.060096268,0.024229353,0.2317623,0.3829612,1.4378765,0.6629413,JE-TMA-62
JE-TMA-62_scene07_cell3499,1.2671096,1.150232,1.1924561,0.17329322,2.3378766,0.2266364,0.06871079,0.024244413,0.012114515,0.24378161,0.056227036,0.9646201,0.7092181,JE-TMA-62
JE-TMA-62_scene07_cell3740,2.850145,0.43021178,0.39407974,0.11339527,3.0340245,0.2795069,0.059123773,0.06795289,0.022855377,0.06472241,0.1521363,0.6620604,0.7322202,JE-TMA-62
JE-TMA-62_scene07_cell2358,0.7139944,1.3037955,0.15577266,0.6630022,1.2639391,0.20350964,0.054443266,0.044247024,0.012330405,0.2509273,0.16185106,0.13453759,0.6318493,JE-TMA-62
JE-TMA-62_scene07_cell3517,0.5190441,0.52279586,0.47057566,0.36688805,1.2903485,0.24496247,0.07051945,0.032583468,0.0048462306,0.11839277,0.076082096,0.0954538,0.6873594,JE-TMA-62
JE-TMA-62_scene07_cell658,1.2061067,0.38258663,0.35272184,0.52256185,0.6297883,0.3828899,0.6263525,0.22787644,0.22228152,0.56768024,0.5427664,0.48622057,0.7260026,JE-TMA-62
JE-TMA-62_scene07_cell2573,0.6910926,0.58327013,0.37916997,0.34994146,0.65405774,0.17942834,0.050585132,0.03174267,0.010158399,0.20138416,0.06958139,1.0563018,0.5608563,JE-TMA-62
JE-TMA-62_scene07_cell4019,0.38500336,0.5632535,0.5681336,0.5058956,1.0882856,0.35173112,0.07436868,0.030000273,0.010329323,0.32720816,0.67265356,0.22628117,0.66710776,JE-TMA-62
JE-TMA-62_scene07_cell1644,0.8069045,0.24992716,0.29143018,0.83978325,1.1264429,0.6778338,0.6966159,0.2764368,0.38345692,0.35761082,0.16860327,0.31659424,0.66676855,JE-TMA-62
JE-TMA-62_scene07_cell1465,1.0006567,0.19165987,0.12551223,0.53456247,0.6538455,0.35999638,0.27203754,0.3249707,0.8485042,2.125335,0.11363712,0.47645542,0.7147253,JE-TMA-62
JE-TMA-62_scene07_cell1309,0.3977029,0.16156834,0.17631195,0.04215115,0.32367995,0.45248532,0.1722002,2.1796598,1.447946,2.5514214,0.18040897,0.0,0.7598425,JE-TMA-62
JE-TMA-62_scene07_cell3342,1.6377751,0.31053185,0.43760914,0.3135906,1.4733323,1.1410909,0.059660643,0.045619175,0.018262342,0.19949093,0.25839975,0.49151102,0.6453248,JE-TMA-62
JE-TMA-62_scene07_cell3217,0.546282,0.42408744,0.3401506,0.57961625,1.2960693,0.36731744,0.085698195,0.03219833,0.012573172,0.39724737,0.23440096,0.3483046,0.7677623,JE-TMA-62
JE-TMA-62_scene07_cell796,0.45716944,0.055822533,0.21725382,0.13794427,0.3357095,0.33188906,0.13790427,1.3597423,0.15518,0.28784236,0.017166782,0.076541096,0.6871425,JE-TMA-62
JE-TMA-62_scene07_cell3397,1.3041756,0.21901844,0.31943166,0.18203637,0.73078203,0.25962368,0.04407695,0.033583317,0.014342467,0.25346076,0.10992478,0.2241694,0.63469255,JE-TMA-62
JE-TMA-62_scene07_cell2465,1.0951166,0.47050247,0.33205658,0.977355,1.5810611,0.44473013,0.06449709,0.054009963,0.016160812,0.24450178,0.26771113,0.178396,0.6493528,JE-TMA-62
JE-TMA-62_scene07_cell1536,0.17783712,0.1741082,0.13223518,0.44619653,0.2101212,0.43343124,0.6112338,1.1639229,0.89182496,2.7432134,0.8497034,0.9763473,0.76265126,JE-TMA-62
JE-TMA-62_scene07_cell3270,0.8756595,0.27765307,0.25834057,0.51293486,1.7633928,0.26725906,0.079581134,0.031490386,0.009067295,0.26210076,0.09023203,0.1888891,0.7229479,JE-TMA-62
JE-TMA-62_scene07_cell287,0.5667719,0.107977316,0.19267537,0.2524704,0.27276158,0.5151477,0.6458552,1.2754301,0.38445908,1.9240462,0.8076777,0.4132624,0.87791246,JE-TMA-62
JE-TMA-62_scene07_cell3012,0.9443067,0.57256615,0.57940966,0.5716664,1.9633375,0.27705458,0.078934275,0.026769029,0.009615409,0.23844916,0.079238355,0.1696261,0.7267535,JE-TMA-62
JE-TMA-62_scene07_cell2620,0.37626177,0.6232004,0.8675229,0.5837271,1.3507866,0.47187668,0.06602832,0.020715388,0.25634465,1.641888,0.16042706,0.073861845,0.71039826,JE-TMA-62
JE-TMA-62_scene07_cell2669,0.74257094,1.623681,1.855707,0.41890505,1.9254676,0.2616092,0.05264291,0.03623458,0.013803492,0.24864493,0.1105685,0.17025404,0.6982467,JE-TMA-62
JE-TMA-62_scene07_cell3378,1.0212878,0.2668021,0.2373825,0.8116778,1.7275574,0.25252685,0.07332044,0.032232862,0.010995442,0.24498203,0.07888395,0.18706818,0.6689047,JE-TMA-62
JE-TMA-62_scene07_cell2651,0.5480383,0.17774774,0.087587185,0.8999182,0.8897072,0.46227285,0.08209104,0.026337482,0.13057372,0.40916118,0.08904479,0.1900829,0.7552666,JE-TMA-62
JE-TMA-62_scene07_cell3403,1.7495351,0.26721108,0.24178483,0.1476329,1.3339968,0.12157802,0.0381906,0.031227702,0.011743516,0.14395231,0.10828405,0.6768031,0.5831602,JE-TMA-62
JE-TMA-62_scene07_cell3149,1.1351051,0.62429357,0.73278177,0.577159,1.6670706,0.38786113,0.08542355,0.022586437,0.012683755,0.24103567,0.09869781,0.29105476,0.7974262,JE-TMA-62
JE-TMA-62_scene07_cell649,0.44793034,0.21065079,0.38864186,0.53767514,0.34831685,0.44351584,0.98586786,0.031142643,0.38581797,0.7523293,1.483028,0.6374615,0.7547926,JE-TMA-62
JE-TMA-62_scene07_cell1968,0.7985085,0.22730286,0.5011356,0.879356,1.4035442,2.117403,0.08785623,0.030860603,0.0113820955,0.28227055,0.06323678,0.18438327,0.751225,JE-TMA-62
JE-TMA-62_scene07_cell3566,0.4177772,0.33599558,0.41567406,0.33323863,0.67918015,0.31773803,0.081341706,0.032065623,0.013580612,0.3822253,0.24680078,0.25659776,0.68831897,JE-TMA-62
